name	start	end	strand	span_type	tx_start	tx_end	tx_class	tx_class_count	tx_class_illumina_support
2c5242d9-4785-4f7f-ac68-ac87a45992e8	189	492	+	exon	189	5754	1	60	supported
2c5242d9-4785-4f7f-ac68-ac87a45992e8	492	1426	+	intron	189	5754	1	60	supported
2c5242d9-4785-4f7f-ac68-ac87a45992e8	1426	1585	+	exon	189	5754	1	60	supported
2c5242d9-4785-4f7f-ac68-ac87a45992e8	1585	5651	+	intron	189	5754	1	60	supported
2c5242d9-4785-4f7f-ac68-ac87a45992e8	5651	5754	+	exon	189	5754	1	60	supported
e9260520-f17a-41f1-bd10-5f1457079ed0	189	637	+	exon	189	637	u+	15777	supported
1ff1fc74-ca31-4dd7-9a94-79cda91ff8e9	233	639	-	exon	233	639	u-	11076	supported
aa4c8126-c9c9-46ac-998b-00b6771daa1c	264	623	+	exon	264	623	u+	15777	supported
1c53393e-d92e-4c5f-afb6-91064c5072b6	264	639	+	exon	264	639	u+	15777	supported
e182360d-fc33-4cff-b570-5dc06787d37f	264	622	+	exon	264	622	u+	15777	supported
1435cec2-5e5c-4095-8d22-cef13140224a	264	639	+	exon	264	639	u+	15777	supported
17c82b29-d36c-4681-9d79-5c5f5a81fd7a	264	628	+	exon	264	628	u+	15777	supported
7f02a381-bf9b-41f9-a9c0-ea0eed696258	264	640	+	exon	264	640	u+	15777	supported
e5f51653-1b6f-4cfd-b7b5-f41551c654a7	264	620	+	exon	264	620	u+	15777	supported
6653e219-0ad5-4797-b68f-4498caf85704	264	628	+	exon	264	628	u+	15777	supported
66683655-d296-4907-b854-b6ff222eea5b	264	628	+	exon	264	628	u+	15777	supported
2cd3ddce-b08c-496d-99dc-72e21782a8ea	264	492	+	exon	264	5760	1	60	supported
2cd3ddce-b08c-496d-99dc-72e21782a8ea	492	1426	+	intron	264	5760	1	60	supported
2cd3ddce-b08c-496d-99dc-72e21782a8ea	1426	1585	+	exon	264	5760	1	60	supported
2cd3ddce-b08c-496d-99dc-72e21782a8ea	1585	5651	+	intron	264	5760	1	60	supported
2cd3ddce-b08c-496d-99dc-72e21782a8ea	5651	5760	+	exon	264	5760	1	60	supported
42082dc5-12a7-4942-af53-e881b7305c13	264	639	-	exon	264	639	u-	11076	supported
daeeb5a3-3f3c-4e99-a1ac-f9ae91c1d02d	264	639	-	exon	264	639	u-	11076	supported
4e8d8f1a-45f5-4b2f-898e-320eaf3dd446	264	639	-	exon	264	639	u-	11076	supported
f5e78cda-5e26-45f8-88ab-296c569c931b	266	639	-	exon	266	639	u-	11076	supported
8e04e5a5-e9de-472b-b665-49b793f7702e	266	637	-	exon	266	637	u-	11076	supported
8039d939-c244-42b1-b9cf-1143a42d1ce2	267	639	+	exon	267	639	u+	15777	supported
bb47808b-1452-4913-b546-753632a9e653	267	492	+	exon	267	5758	1	60	supported
bb47808b-1452-4913-b546-753632a9e653	492	1426	+	intron	267	5758	1	60	supported
bb47808b-1452-4913-b546-753632a9e653	1426	1585	+	exon	267	5758	1	60	supported
bb47808b-1452-4913-b546-753632a9e653	1585	5651	+	intron	267	5758	1	60	supported
bb47808b-1452-4913-b546-753632a9e653	5651	5758	+	exon	267	5758	1	60	supported
4112367e-fb37-4678-9176-f9f528658bac	267	634	-	exon	267	634	u-	11076	supported
63cc5548-7a3d-4a58-89f2-9495f3e7928e	267	639	-	exon	267	639	u-	11076	supported
90e58005-09f6-43de-a98b-bed6011cf43c	267	636	-	exon	267	636	u-	11076	supported
b57d6659-16b4-42b0-b5c5-bafb6749ab5d	267	634	-	exon	267	634	u-	11076	supported
e10a0907-cedd-4e3c-9786-fa7df0369e06	267	639	-	exon	267	639	u-	11076	supported
5b85247d-39b5-4254-b253-1b37303e18c5	267	637	-	exon	267	637	u-	11076	supported
a305bc4e-420a-4c80-b1a4-e5a21f005d17	267	639	-	exon	267	639	u-	11076	supported
e60fb334-91e9-47b0-9371-0c77de76dfe6	267	639	-	exon	267	639	u-	11076	supported
59df78ec-8da0-43ae-8d7e-4483004fb170	267	634	-	exon	267	634	u-	11076	supported
a43220d4-99e1-41b4-ae2b-7b6f860b8d41	267	639	-	exon	267	639	u-	11076	supported
fd92f139-988f-4b16-933f-b99ad33ac849	267	639	-	exon	267	639	u-	11076	supported
999230d6-8045-4d3f-b728-a557b75bc260	267	639	-	exon	267	639	u-	11076	supported
